anio;periodo;mes;area;ciudad;tasa_participacion_global;tasa_participacion_bruta;tasa_desempleo;empleo_total;empleo_formal;empleo_informal;empleo_adecuado;subempleo;no_remunerado;otro_no_pleno;brecha_adecuado_HM;brecha_salarial_HM;NiNi;desempleo_juvenil;trabajo_infantil;empleo_manufactura;tasa_asistencia_clases;pobreza_ingresos;pobreza_extrema_ingresos
2011;12;Diciembre;2;090150;50.0;31.4286;0.0;100.0;18.1818;72.7273;72.7273;0.0;0.0;27.2727;;;0.0;0.0;0.0;0.0;81.8182;45.7143;14.2857
2011;12;Diciembre;2;170150;56.3848;42.1342;3.5368;96.4632;23.7572;43.2739;48.0299;4.6057;3.3853;39.8221;28.8185;36.6729;16.8725;9.0286;0.0;15.2939;77.7146;24.3695;7.2064
2011;12;Diciembre;2;180150;56.3974;41.9592;3.5235;96.4765;32.4224;32.4224;35.4626;22.687;0.0;38.327;65.616;51.5133;6.8443;26.2265;0.0;20.5465;93.4238;38.1564;24.7597
2012;3;Marzo;1;010150;63.3388;47.1148;4.6731;95.3269;78.1218;18.0763;64.0747;4.4893;4.4219;21.3579;30.0048;37.0299;7.1752;7.9553;0.5296;21.7957;85.3377;9.522;3.2751
2012;3;Marzo;1;070150;66.4699;49.6525;5.8895;94.1105;60.7817;36.5206;53.3283;10.9625;3.5744;25.0257;33.8782;21.5112;18.4815;13.4616;0.7916;9.6291;73.6566;8.7844;0.9388
2012;3;Marzo;1;090150;68.9767;52.2095;6.2838;93.7162;63.2501;33.5664;56.3372;10.0421;5.5538;20.6613;34.3879;27.6183;17.7286;13.9206;1.5442;11.3984;75.0025;10.7643;2.0867
2012;3;Marzo;1;170150;62.2623;48.7566;3.6776;96.3224;73.726;18.8143;63.3497;5.1023;4.1299;20.2399;16.8293;16.8114;9.9595;7.2131;0.7348;15.6753;80.648;8.9654;2.9914
2012;3;Marzo;1;180150;65.7458;50.7217;4.3685;95.6315;80.2544;15.1105;57.0091;7.0482;9.6826;21.2239;28.8795;21.5489;12.1041;9.0839;2.8889;21.2724;80.0365;7.8433;1.4917
2012;6;Junio;1;010150;62.7916;48.2682;3.4283;96.5717;76.8431;18.6539;64.1033;5.1416;6.7663;19.6623;29.3223;38.846;7.1296;5.2021;1.0354;18.2367;83.505;7.0562;1.8429
2012;6;Junio;1;070150;65.3705;48.4486;4.6675;95.3325;59.2776;36.8908;56.1188;8.5064;3.9537;26.5378;29.4527;17.1903;15.6665;9.5381;0.7342;9.6341;76.8345;9.1908;1.2629
2012;6;Junio;1;090150;67.9807;50.7633;6.3099;93.6901;60.9629;34.641;59.0795;8.8985;4.2805;20.1313;29.3324;25.6175;16.428;15.4147;1.4087;11.2679;77.7949;10.0377;1.3434
2012;6;Junio;1;170150;64.9909;50.7016;4.3607;95.6393;75.289;18.2698;60.4362;7.2735;3.9353;16.5744;24.4394;25.5152;11.3804;7.4465;1.6758;12.5811;77.7518;7.8461;2.33
2012;6;Junio;1;180150;66.1581;51.051;3.4469;96.5531;73.2386;18.5742;55.6498;6.8486;9.6618;23.5647;30.2868;27.1198;8.8285;7.4783;3.042;19.0514;80.5948;10.9319;1.9605
2012;6;Junio;2;070150;64.8249;43.1897;0.0;100.0;37.9433;13.1921;50.3051;20.7915;2.5672;26.3362;60.1661;24.2896;11.4149;0.0;3.239;3.3647;76.1344;29.7086;5.1091
2012;6;Junio;2;090150;100.0;40.0;0.0;100.0;50.0;50.0;100.0;0.0;0.0;0.0;0.0;25.2964;;0.0;0.0;0.0;100.0;0.0;0.0
2012;6;Junio;2;170150;69.0466;54.9172;1.9172;98.0828;39.6488;37.2031;56.4554;11.2429;5.2212;24.5644;34.9145;27.6849;9.2038;5.5676;2.9728;17.8627;69.8816;11.7743;5.7216
2012;6;Junio;2;180150;77.7663;60.4261;0.0;100.0;54.3222;42.9516;44.9474;8.3108;8.7767;37.9651;56.5448;36.7118;8.4192;0.0;6.2812;33.9104;83.2763;19.0033;7.6736
2012;9;Septiembre;1;010150;62.1098;48.0894;4.4106;95.5894;77.9977;18.4284;66.6525;4.8432;6.3067;17.1581;23.4145;26.0178;11.1661;10.1397;0.1975;20.4351;80.9161;7.4843;1.3162
2012;9;Septiembre;1;070150;65.2478;48.901;4.7962;95.2038;62.8491;33.9475;53.5367;8.8984;4.9308;25.4171;36.4741;18.3143;14.357;10.2697;0.7558;9.9298;73.6723;9.8804;0.8747
2012;9;Septiembre;1;090150;63.6718;47.3203;6.5469;93.4531;60.7891;35.0583;59.0756;7.3914;4.4864;20.2736;35.041;27.0063;21.5349;16.6981;0.1174;12.0759;76.6561;12.1848;3.0573
2012;9;Septiembre;1;170150;61.9472;48.5879;3.4003;96.5997;76.0221;17.9627;66.2517;4.463;4.7104;15.1148;24.3925;25.6859;10.987;5.5448;1.5015;13.9074;80.9116;6.0406;1.128
2012;9;Septiembre;1;180150;65.7139;50.9767;4.1632;95.8368;78.28;16.495;59.8255;5.6211;9.8522;17.9579;24.8104;24.9327;9.2548;6.8072;2.5996;21.7531;84.671;5.521;1.3553
2012;12;Diciembre;1;010150;61.2756;46.8918;3.6862;96.3138;74.5471;21.4882;67.6795;3.6692;4.5333;19.5349;25.9831;27.048;8.6695;7.9197;1.1228;21.9726;83.0878;10.0795;1.45
2012;12;Diciembre;1;070150;66.6148;50.4175;4.4049;95.5951;60.7691;35.9877;58.186;7.1832;4.8632;24.217;39.5561;17.5113;11.5564;10.2169;0.45;8.0552;74.9867;9.5017;0.8442
2012;12;Diciembre;1;090150;65.7636;49.798;5.5424;94.4576;60.4529;35.901;60.4704;7.4782;5.0213;19.3304;26.2293;25.0551;16.3789;12.7491;0.3077;10.6997;77.5824;7.2145;1.2508
2012;12;Diciembre;1;170150;61.4138;48.7492;4.4428;95.5572;78.5833;15.5623;62.0892;3.9774;4.7451;14.1677;18.3192;28.1332;11.9946;10.0001;0.8908;16.2124;80.5294;7.947;2.3124
2012;12;Diciembre;1;180150;65.51;50.5444;3.3495;96.6505;76.2276;18.1836;57.4389;6.1312;7.7344;21.0453;23.16;31.2981;12.8411;8.2361;2.9626;21.5027;82.0147;8.0282;1.5373
2012;12;Diciembre;2;070150;60.8353;43.7148;1.9185;98.0815;74.7245;6.304;65.3623;4.4092;3.1597;25.1503;51.7095;30.0009;24.1029;6.0233;0.0;1.718;73.5516;21.6821;1.2633
2012;12;Diciembre;2;090150;53.8462;43.75;0.0;100.0;57.1429;0.0;71.4286;0.0;0.0;28.5714;-50.0;1.5177;0.0;0.0;0.0;0.0;50.0;0.0;0.0
2012;12;Diciembre;2;170150;61.1294;46.2872;5.5127;94.4873;30.2624;40.3762;48.8232;7.1138;5.4124;30.9248;54.6096;53.35;7.539;4.8888;0.0;10.799;82.2025;27.4205;9.2517
2012;12;Diciembre;2;180150;67.973;50.0276;5.9862;94.0138;43.3978;34.5511;26.3862;20.6207;8.7586;38.2483;72.0402;39.1415;0.0;50.9391;0.0;6.3674;100.0;24.5821;11.5785
2013;3;Marzo;1;010150;62.631;47.4811;3.154;96.846;78.6142;17.2976;66.1942;4.2868;4.6983;20.8367;23.4929;26.3645;5.9132;5.1016;0.7582;20.9822;85.5368;9.1689;2.4416
2013;3;Marzo;1;070150;65.5715;49.277;4.2142;95.7858;61.9591;33.8066;52.4171;9.7612;6.964;25.2676;38.1256;8.2093;17.3187;9.3371;1.8671;10.4921;75.3824;11.6819;0.8036
2013;3;Marzo;1;090150;63.2623;48.4783;5.4617;94.5383;60.0072;34.9632;55.1313;9.5635;4.3861;23.4685;28.8726;20.2675;15.5377;13.4207;1.3827;13.0691;78.0516;12.7677;3.5856
2013;3;Marzo;1;170150;59.1688;46.5564;4.0585;95.9415;75.1499;20.3002;62.7702;4.186;4.4974;20.3514;14.6078;18.3775;14.8866;8.8016;0.1758;13.972;80.1586;10.7449;2.5452
2013;3;Marzo;1;180150;70.5809;55.6204;4.3882;95.6118;76.852;18.4966;48.2522;10.5925;10.8822;22.5581;19.9387;26.9589;11.378;11.5738;6.1404;20.235;79.8537;10.3847;3.5478
2013;6;Junio;1;010150;62.6318;48.5509;4.5213;95.4787;81.4584;15.503;68.9853;4.1426;5.3223;16.7456;25.8307;27.904;7.926;7.862;0.2739;19.4294;84.4769;6.0084;1.4376
2013;6;Junio;1;070150;62.8018;47.4134;3.6847;96.3153;60.2892;35.3772;51.5857;8.5263;4.5399;28.5258;34.6593;11.8029;18.9085;8.7829;1.3647;9.9256;75.2585;12.8231;3.1589
2013;6;Junio;1;090150;66.083;49.968;5.974;94.026;59.0603;35.968;49.9393;12.4668;4.5585;23.9904;36.1669;25.2025;20.7965;13.5833;0.5317;11.8323;75.1724;13.7519;3.9258
2013;6;Junio;1;170150;60.2846;47.5023;4.4416;95.5584;77.0803;16.471;63.5548;6.4791;3.9379;17.5534;14.274;14.8335;13.9314;8.5605;0.3267;14.0917;79.0096;8.3515;2.0923
2013;6;Junio;1;180150;69.4711;54.429;4.5348;95.4652;74.2741;21.7319;48.5927;13.9976;7.9666;21.4622;26.0432;29.7188;11.5891;8.1211;3.867;21.2231;79.8058;10.5445;3.8769
2013;6;Junio;2;070150;68.1689;49.1799;2.4682;97.5318;49.3788;24.5255;47.828;21.5697;5.0193;23.1148;49.8472;8.7662;22.7898;7.39;5.0568;2.8945;77.2817;8.67;0.0
2013;6;Junio;2;090150;57.1429;30.0;0.0;100.0;41.6667;58.3333;50.0;16.6667;0.0;33.3333;100.0;26.2932;100.0;0.0;0.0;0.0;86.6667;30.0;15.0
2013;6;Junio;2;170150;66.1825;53.7135;2.1728;97.8272;40.467;35.5521;52.0144;10.8346;6.7999;26.6684;40.6901;34.0291;8.6394;7.0936;6.6397;13.7639;70.0691;8.1317;0.4647
2013;6;Junio;2;180150;74.9356;60.1726;2.4656;97.5344;43.3176;42.6024;27.4656;20.4224;8.448;41.1984;63.9689;35.2305;0.0;10.7725;7.4061;33.9409;84.7567;8.2634;6.7798
2013;9;Septiembre;1;010150;61.4986;47.2734;4.2935;95.7065;79.8378;16.5213;69.9074;5.1053;5.0169;15.4844;25.8606;25.3559;9.8888;8.7609;0.0;19.0556;82.1594;4.1459;0.4584
2013;9;Septiembre;1;070150;64.9327;47.6092;3.1818;96.8182;60.3912;36.8565;51.9931;9.4104;3.8292;28.6057;32.9518;26.7028;18.3683;9.4099;0.5464;9.6394;75.3002;11.9687;2.0558
2013;9;Septiembre;1;090150;64.0963;47.0196;5.5062;94.4938;58.1316;36.019;54.7371;8.8866;4.0763;25.2376;34.5255;29.7599;19.5728;12.1101;0.842;13.3644;74.2655;13.1927;2.3594
2013;9;Septiembre;1;170150;62.1228;47.8523;4.6737;95.3263;76.8878;17.8704;62.4757;6.5056;3.7723;16.3404;15.9713;15.349;13.0393;7.7513;0.8356;11.704;81.3444;9.7713;2.8065
2013;9;Septiembre;1;180150;68.9326;52.5781;3.6219;96.3781;75.3318;20.9022;52.5373;10.9743;8.8006;22.7417;30.3653;22.375;11.7352;6.6314;2.9283;21.7936;82.5058;10.4724;3.8294
2013;12;Diciembre;1;010150;61.7832;46.8493;3.6763;96.3237;77.682;17.3936;68.4636;5.4569;4.4933;17.9099;23.7904;25.141;15.56;6.2249;0.0;18.4118;80.0284;4.9901;0.8336
2013;12;Diciembre;1;070150;62.2634;44.8011;3.8329;96.1671;63.2046;30.8162;58.86;9.5003;3.3006;24.4184;24.0851;12.4397;24.4064;8.9336;1.1787;9.8924;74.0452;12.2551;2.5002
2013;12;Diciembre;1;090150;62.8798;45.1954;5.7352;94.2648;57.7437;35.3858;57.2493;9.3481;3.2853;24.3303;27.1499;26.6336;22.2342;12.5013;0.8198;15.1885;72.9876;16.6637;2.4601
2013;12;Diciembre;1;170150;61.618;46.2659;4.039;95.961;77.1228;15.8632;70.5813;6.3581;3.0028;15.2812;19.3137;20.5577;13.5495;6.5867;0.1716;15.0213;81.0836;6.0762;2.4217
2013;12;Diciembre;1;180150;68.9047;52.4755;3.392;96.608;79.0176;17.1966;56.4483;9.4521;9.3;21.3147;25.8846;25.9091;10.6869;6.3591;3.0045;22.4899;80.9137;7.3771;1.3025
2013;12;Diciembre;2;070150;62.6646;46.5;4.6031;95.3969;49.309;26.138;62.768;11.3192;0.0;21.3098;78.8941;46.7675;22.6471;7.9848;0.0;3.45;67.1599;10.7021;3.05
2013;12;Diciembre;2;090150;53.8462;35.8974;0.0;100.0;71.4286;0.0;64.2857;14.2857;0.0;14.2857;25.0;13.6373;14.2857;0.0;0.0;21.4286;72.2222;18.1818;0.0
2013;12;Diciembre;2;170150;60.1993;45.8187;8.9388;91.0612;27.6106;21.0597;62.5713;6.8911;0.0;21.5989;12.1458;29.1252;18.2652;6.7886;0.0;9.4055;63.3526;17.1493;3.7529
2014;3;Marzo;1;010150;63.8136;48.4077;3.2285;96.7715;75.9788;18.8802;63.7412;7.0674;5.5272;20.2404;24.19;27.5665;8.6453;6.55;1.0117;20.3326;82.5102;4.6744;2.0373
2014;3;Marzo;1;070150;62.6777;44.7012;3.7971;96.2029;62.0979;30.5098;53.4027;13.4811;5.8895;23.4296;37.0153;24.5278;21.8937;6.4451;0.5674;8.3367;75.833;13.388;2.5665
2014;3;Marzo;1;090150;63.1319;45.6833;6.1267;93.8733;60.4895;34.2186;59.0876;8.9151;3.3292;21.9415;26.3041;18.2709;22.9905;13.7825;0.1043;14.4764;72.5951;11.5826;1.7856
2014;3;Marzo;1;170150;63.3573;48.1287;4.3438;95.6562;75.6866;17.1067;70.8297;4.2822;3.2616;16.2175;16.2375;25.4213;14.782;9.451;0.1346;11.5331;80.8808;8.3961;3.0825
2014;3;Marzo;1;180150;68.0148;50.8626;5.8124;94.1876;76.2559;19.8475;54.5877;12.7676;6.8488;19.9835;20.9934;22.9164;14.4714;13.5386;0.6961;21.8255;82.2201;11.626;2.6037
2014;3;Marzo;2;070150;62.069;41.8605;5.5556;94.4444;58.8235;35.2941;55.5556;22.2222;0.0;16.6667;82.5397;59.6459;14.2857;0.0;0.0;11.7647;83.3333;11.9048;11.9048
2014;3;Marzo;2;180150;69.2308;47.3684;0.0;100.0;27.7778;61.1111;22.2222;5.5556;0.0;72.2222;0.0;14.298;33.3333;0.0;0.0;16.6667;76.9231;18.4211;7.8947
2014;6;Junio;1;010150;64.2253;48.9028;3.3727;96.6273;76.034;17.9636;66.9324;6.3634;5.2884;17.9095;26.905;32.2261;8.5999;7.1362;0.773;19.0758;84.0224;5.8635;0.5816
2014;6;Junio;1;070150;64.0313;45.9234;3.0815;96.9185;58.2301;33.0562;52.8162;9.7969;4.9722;29.1751;33.2823;23.9431;21.3424;7.9008;0.6961;7.6238;75.0576;14.1522;2.8836
2014;6;Junio;1;090150;63.7549;46.0108;6.9661;93.0339;63.0783;32.5811;59.6075;11.7764;3.1467;18.4532;22.8169;17.6404;22.8166;15.4274;0.2868;13.592;74.0102;12.6029;1.6449
2014;6;Junio;1;170150;64.0536;48.5892;4.1622;95.8378;77.8312;16.6925;71.497;3.1466;3.7899;15.9354;18.7093;22.7887;15.5242;8.1389;0.4131;12.2587;79.5185;7.3214;1.7303
2014;6;Junio;1;180150;68.9216;51.2835;5.0399;94.9601;78.4435;17.6144;57.1487;12.1364;6.0696;19.2646;26.121;31.0229;13.0269;9.1128;1.0048;19.6734;80.9643;7.8479;2.3132
2014;6;Junio;2;070150;62.069;45.0;5.5556;94.4444;52.9412;5.8824;33.3333;38.8889;0.0;22.2222;75.0;27.3029;28.5714;0.0;0.0;11.7647;71.4286;20.0;0.0
2014;6;Junio;2;090150;57.6923;36.5854;13.3333;86.6667;69.2308;15.3846;73.3333;0.0;0.0;13.3333;35.0;30.6253;50.0;33.3333;0.0;0.0;76.4706;12.1951;0.0
2014;6;Junio;2;170150;62.7797;48.3126;0.0;100.0;56.4282;22.6416;66.1506;2.6113;5.9262;25.3119;9.4874;-5.5698;23.3439;0.0;0.0;15.0709;71.3287;3.94;0.0
2014;6;Junio;2;180150;64.8967;50.5442;1.7962;98.2038;46.5824;40.4788;53.6286;2.7095;6.7947;35.071;23.6071;-6.8621;10.423;0.0;0.0;23.5991;81.844;14.1357;1.8848
2014;9;Septiembre;1;010150;62.925;47.2891;4.1704;95.8296;78.1259;17.3117;69.4283;5.5787;4.1989;16.6237;18.8235;22.5357;14.5816;6.6113;0.4549;18.5028;82.2346;4.8555;1.5366
2014;9;Septiembre;1;070150;62.9058;46.3252;2.7288;97.2712;62.6327;29.8112;57.7489;10.498;5.1873;23.837;30.3431;19.2083;17.5425;4.8296;0.399;8.2234;76.713;12.0361;1.8869
2014;9;Septiembre;1;090150;63.7282;45.8619;3.8589;96.1411;59.586;35.9802;61.0647;9.6755;3.2615;21.9655;28.3279;25.4753;19.9797;10.2886;0.4025;13.6863;74.2689;9.9011;1.7695
2014;9;Septiembre;1;170150;62.1164;47.8167;4.9063;95.0937;77.8362;16.1667;69.6283;3.3282;3.9052;16.4594;13.5711;16.2482;15.3536;10.2036;0.3292;13.342;80.7612;6.823;1.7954
2014;9;Septiembre;1;180150;67.7977;49.4778;4.8615;95.1385;76.3419;19.5976;58.414;10.8249;5.9876;19.8671;29.5313;28.3945;15.2917;9.3924;1.601;18.4698;82.5053;8.229;2.2354
2014;9;Septiembre;2;070150;48.3871;37.5;0.0;100.0;73.3333;20.0;60.0;13.3333;0.0;26.6667;75.0;49.4239;25.0;0.0;0.0;0.0;71.4286;25.0;0.0
2014;9;Septiembre;2;180150;85.7143;60.0;3.3333;96.6667;58.6207;34.4828;43.3333;10.0;13.3333;30.0;28.5714;18.9438;16.6667;20.0;0.0;13.7931;76.9231;26.0;0.0
2014;12;Diciembre;1;010150;66.0626;48.4858;2.304;97.696;70.8305;24.9589;65.241;4.5759;6.2155;21.6635;24.5776;32.4168;11.4128;4.1052;1.1266;20.3248;83.2566;7.8235;2.2976
2014;12;Diciembre;1;070150;64.7133;46.4312;2.4766;97.5234;60.0996;29.9855;55.9321;8.8517;5.5778;27.1617;24.4641;8.9903;18.9048;4.0071;1.1619;10.475;74.6776;11.8743;3.1107
2014;12;Diciembre;1;090150;62.5;44.033;4.0138;95.9862;57.8752;34.4455;60.0669;10.3162;2.1102;23.4929;27.4751;22.6154;23.6867;9.5463;0.3546;14.4499;72.627;12.7052;1.5448
2014;12;Diciembre;1;170150;63.4842;47.5731;3.2199;96.7801;74.7085;17.4645;70.5242;4.9655;3.7292;16.1313;22.066;27.2677;16.6396;7.2854;0.6564;12.4423;80.9417;7.5327;1.5467
2014;12;Diciembre;1;180150;68.2779;48.7344;3.6847;96.3153;75.6714;19.7386;61.0442;9.3968;7.5675;18.1183;30.6983;28.5313;11.8392;7.0493;0.7633;22.3254;83.7835;7.3045;2.4678
2014;12;Diciembre;2;070150;62.5;42.8571;0.0;100.0;33.3333;26.6667;40.0;13.3333;0.0;46.6667;100.0;69.9634;20.0;0.0;0.0;0.0;78.5714;8.5714;0.0
2014;12;Diciembre;2;090150;60.6061;40.8163;0.0;100.0;70.0;10.0;80.0;5.0;5.0;10.0;46.1538;-17.436;25.0;0.0;0.0;25.0;76.9231;12.2449;0.0
2014;12;Diciembre;2;170150;66.3621;45.7645;1.8992;98.1008;48.2492;32.0498;62.0652;9.8995;0.0;18.8546;42.9325;37.482;13.7552;1.0237;6.7966;16.6723;60.1971;11.2815;0.0
2014;12;Diciembre;2;180150;79.126;54.6654;2.8785;97.1215;50.5282;41.3118;38.8861;11.2589;7.67;39.3065;64.4566;35.456;22.3245;5.4636;5.5349;29.8544;76.5675;19.3637;5.4427
2015;3;Marzo;1;010150;65.9727;49.7998;3.2155;96.7845;70.0711;23.1949;57.7971;13.5853;6.9721;18.43;22.0186;33.3714;10.5899;4.5947;2.9267;19.7622;82.4104;4.9173;0.8935
2015;3;Marzo;1;070150;66.8951;46.7457;3.7044;96.2956;56.3869;34.4558;47.3453;13.6765;7.7572;27.5166;35.5366;22.0289;24.5372;7.1658;3.97;10.3738;70.1206;15.0919;3.1804
2015;3;Marzo;1;090150;61.057;42.9164;3.7794;96.2206;59.9583;34.6148;63.5485;6.5715;3.7445;22.2253;29.3934;21.8151;25.0123;9.6028;0.1316;13.4319;72.3357;7.5719;0.8901
2015;3;Marzo;1;170150;61.8765;45.452;4.392;95.608;78.2028;16.9388;67.0567;4.4806;2.9323;18.3613;25.0353;15.8213;16.8732;9.2267;0.0;13.8039;81.9133;7.79;2.5524
2015;3;Marzo;1;180150;69.1566;51.2181;6.4302;93.5698;72.3491;22.309;53.9668;13.5044;7.5503;18.451;25.1848;27.3286;15.0648;15.4763;1.271;24.685;81.366;8.4208;2.5654
2015;3;Marzo;2;070150;61.5385;39.0244;0.0;100.0;68.75;31.25;62.5;25.0;6.25;6.25;75.5556;76.4197;60.0;;0.0;0.0;76.4706;0.0;0.0
2015;3;Marzo;2;180150;80.0;52.6316;10.0;90.0;27.7778;61.1111;20.0;20.0;10.0;40.0;72.7273;29.9325;0.0;33.3333;0.0;11.1111;100.0;26.3158;2.6316
2015;6;Junio;1;010150;67.2074;50.3592;3.0993;96.9007;75.3278;18.2434;63.0223;8.0827;6.9745;18.8213;27.6452;32.2082;12.4976;5.1372;2.9455;18.6005;80.6136;5.5683;0.7676
2015;6;Junio;1;070150;67.3124;47.4029;4.4772;95.5228;58.2656;30.8413;51.6501;14.1604;7.0707;22.6417;33.4763;27.5296;20.7338;7.1782;1.9655;8.878;75.5753;9.8478;2.1341
2015;6;Junio;1;090150;61.9697;44.039;4.6542;95.3458;58.7565;34.4655;60.351;9.3174;2.9341;22.7432;24.7846;18.5726;22.5595;10.5015;0.4228;13.7614;73.8402;9.7387;1.1476
2015;6;Junio;1;170150;63.7556;47.512;4.7686;95.2314;74.2466;16.9924;65.3021;4.8686;3.3798;18.7051;25.0921;15.3259;15.2801;7.8081;0.0;13.5444;81.1496;6.1575;1.1194
2015;6;Junio;1;180150;65.6489;49.0362;3.6235;96.3765;77.2395;17.8903;58.4413;10.8499;6.0572;20.5862;28.238;27.4811;14.7388;5.6154;0.4238;22.3866;80.1199;7.9183;1.6499
2015;6;Junio;2;070150;46.6667;29.1667;0.0;100.0;78.5714;21.4286;64.2857;35.7143;0.0;0.0;48.5714;21.0365;37.5;;0.0;0.0;86.9565;10.4167;10.4167
2015;6;Junio;2;090150;59.375;45.2381;10.5263;89.4737;64.7059;29.4118;73.6842;5.2632;10.5263;0.0;37.5;31.7012;33.3333;25.0;0.0;0.0;62.5;0.0;0.0
2015;6;Junio;2;170150;68.8627;52.6628;3.4876;96.5124;58.047;32.0331;61.5042;5.9022;12.741;12.8774;6.4925;0.4775;21.5723;0.0;0.0;18.6408;76.4705;9.5458;3.4125
2015;6;Junio;2;180150;63.0243;50.296;0.0;100.0;65.6093;26.326;51.3186;16.1194;5.6688;26.8933;30.5423;10.5592;4.6986;0.0;0.0;24.7385;83.4655;25.939;8.027
2015;9;Septiembre;1;010150;67.1739;50.283;2.6459;97.3541;74.2523;22.3597;67.3652;6.075;6.4148;17.3531;22.0627;25.7267;13.6497;4.7878;2.3581;19.7271;80.7422;3.7208;0.7246
2015;9;Septiembre;1;070150;63.919;46.3281;4.0744;95.9256;58.1663;31.1822;54.8819;12.8157;5.5978;22.6301;24.835;20.4483;17.6398;8.0086;2.249;8.4957;76.679;10.3817;2.0931
2015;9;Septiembre;1;090150;66.9114;47.0792;4.9293;95.0707;58.6415;36.274;56.0508;13.9043;3.8486;20.8066;31.4436;24.5444;20.4925;12.8632;0.0818;13.2464;73.9405;9.3603;1.7513
2015;9;Septiembre;1;170150;64.0926;47.8975;5.2122;94.7878;77.7441;16.004;70.9718;3.7152;3.3013;13.6587;16.7089;13.4963;17.8573;7.3436;1.0301;12.4651;79.4352;5.0543;1.4091
2015;9;Septiembre;1;180150;67.5639;49.926;4.7972;95.2028;76.811;19.8843;59.8235;11.9606;6.5069;16.8069;27.8735;30.3233;12.893;9.3707;0.9596;21.4676;82.5148;8.4046;1.7617
2015;9;Septiembre;2;010150;70.8335;51.4937;2.7107;97.2893;58.4285;32.5717;51.9111;2.7107;11.2226;31.4449;54.832;42.536;3.331;0.0;0.0;19.8939;81.9776;12.9537;10.1621
2015;9;Septiembre;2;070150;38.4615;21.2766;0.0;100.0;80.0;10.0;70.0;10.0;0.0;20.0;100.0;60.6857;33.3333;;0.0;0.0;91.3043;48.9362;0.0
2015;9;Septiembre;2;180150;75.1887;50.3419;0.0;100.0;52.6922;33.8334;46.6641;6.8518;10.7686;35.7155;20.6662;29.2329;0.0;0.0;7.2222;19.8462;90.0924;17.5047;0.0
2015;12;Diciembre;1;010150;65.5826;49.2298;3.2921;96.7079;76.7046;20.0674;64.6097;6.3352;6.0138;19.7492;27.1569;26.1787;15.0331;6.2109;1.1893;17.1539;79.4367;4.4773;0.8327
2015;12;Diciembre;1;070150;64.7183;46.1997;2.6845;97.3155;59.5603;30.7956;57.1495;9.5285;5.0269;25.6106;23.6126;22.4999;20.1623;4.866;1.5055;5.4739;75.0644;9.5554;2.3721
2015;12;Diciembre;1;090150;66.8865;47.1566;4.7536;95.2464;57.48;36.7411;56.9232;12.3524;3.382;22.4857;35.0084;26.8637;21.0299;10.6929;0.2013;14.8634;73.1824;11.7197;1.333
2015;12;Diciembre;1;170150;63.8654;47.104;4.9253;95.0747;74.0538;19.5323;66.5209;5.5281;3.9824;15.255;14.5383;22.8998;16.2436;8.1594;0.3625;11.486;81.1476;8.7223;2.7219
2015;12;Diciembre;1;180150;67.382;50.9674;5.7372;94.2628;77.5729;18.6087;58.4552;10.7037;7.1869;17.8124;20.9961;22.6666;13.2051;11.5143;1.1894;18.7913;81.2698;7.9865;1.7192
2015;12;Diciembre;2;010150;81.26;54.9245;3.5586;96.4414;12.843;79.262;33.8763;2.2068;26.6205;33.7377;38.2136;26.6184;0.0;0.0;3.0781;28.1179;85.324;24.1211;14.0754
2015;12;Diciembre;2;070150;51.6129;32.0;0.0;100.0;75.0;6.25;68.75;12.5;0.0;18.75;78.0;39.2894;0.0;0.0;0.0;0.0;95.6522;8.0;8.0
2015;12;Diciembre;2;170150;76.306;54.2751;8.2202;91.7798;21.6379;52.9901;44.9751;25.1159;0.0;21.6887;50.0542;35.7298;38.9177;21.3045;0.0;18.905;55.4897;22.8018;13.0116
2015;12;Diciembre;2;180150;67.617;50.7101;4.6611;95.3389;62.7885;35.311;42.1511;15.8018;11.2865;26.0996;51.7909;35.4907;15.4806;17.368;9.1567;23.0819;80.6456;20.1307;9.6949
2016;3;Marzo;1;010150;62.6898;47.0048;4.5704;95.4296;74.2529;20.0438;60.7101;8.8987;6.5;19.3208;19.9446;14.926;13.9838;10.5948;0.5013;17.1791;79.8159;7.8291;2.4039
2016;3;Marzo;1;070150;66.9656;47.9277;3.9647;96.0353;60.3301;27.5074;50.9805;12.3974;5.3541;27.3032;36.4303;23.4243;22.1429;7.8388;2.0353;6.2334;74.6799;13.7707;3.0675
2016;3;Marzo;1;090150;65.8292;46.8279;7.2411;92.7589;57.3792;37.9292;53.9142;18.4157;3.4907;16.4451;31.5034;29.2593;23.2431;16.8545;0.6586;15.0215;75.4824;8.6659;1.5671
2016;3;Marzo;1;170150;69.4485;51.1105;7.8165;92.1835;74.4096;17.8741;61.2126;10.4159;4.0061;15.6014;21.6948;27.1881;13.5907;17.555;0.7418;12.1992;81.4643;7.8622;2.3551
2016;3;Marzo;1;180150;68.9622;51.8615;6.9789;93.0211;77.7601;17.9269;51.2204;16.7067;8.1983;16.4791;26.8722;25.4252;11.4361;17.1315;1.0454;20.62;83.8868;7.6417;2.6099
2016;3;Marzo;2;010150;83.047;66.515;0.0;100.0;44.5095;51.8411;20.4301;9.4983;10.9646;59.1071;6.6897;16.4813;10.2461;0.0;17.4591;22.6459;58.0633;26.2246;5.8519
